名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
十渡风景名胜区,北京,北京,北京,010,185****2413,十渡镇,十渡镇九渡大街9号,景点,自然景观,115.504501,39.658657
石花洞,北京,北京,北京,010,60312243;60312170,河北镇,河北镇南车营村石花洞路石花洞景区,景点,自然风光,115.946274,39.795734
水关长城,北京,北京,延庆区,010,61118002,八达岭,石佛寺村（京藏高速水关长城出口处）,景点,历史建筑,116.032066,40.343105
顺承郡王府,北京,北京,北京,010,,西四,旧赵登禹路三十二号,景点,历史建筑,116.363777,39.922951
司马台长城,北京,北京,密云区,010,81009999;81008141,司马台长城,司马台村,景点,历史建筑,117.287102,40.65786
宋庆龄故居,北京,北京,北京,010,64044205;64015256,后海/什刹海,后海北沿46号,景点,名人故居,116.383072,39.945522
肃亲王府,北京,北京,北京,010,,王府井/东单,正义路与东长安街交叉口南280米,景点,历史建筑,116.407318,39.905342
孙中山行馆,北京,北京,北京,010,,地安门,张自忠路23号,景点,名人故居,116.410995,39.933914
谭嗣同故居,北京,北京,北京,010,86553939,广内大街,牛街街道北半截胡同41号(近菜市口大街),景点,纪念馆,116.374039,39.886436
潭柘寺景区,北京,北京,门头沟区,010,60861699;60863929,潭柘寺,潭柘寺风景区,景点,宗教,116.030594,39.903419
涛贝勒府,北京,北京,北京,010,,后海/什刹海,柳荫街27号13中,景点,历史建筑,116.384544,39.936951
桃源仙谷,北京,北京,密云区,010,61025667;61025309,密云区其他,石城镇南石城村,景点,自然风光,116.794136,40.541542
田汉故居,北京,北京,北京,010,,东四,细管胡同9号附近,景点,名人故居,116.41552,39.937164
团河行宫,北京,北京,北京,010,61285872,黄村,团河路,景点,历史建筑,116.378791,39.747578
万松老人塔,北京,北京,北京,010,,西四,西四砖塔胡同口南侧（西四肯德基对面）,景点,历史建筑,116.373253,39.922096
文丞相祠,北京,北京,北京,010,64014968,东四,府学胡同63号,景点,宗教,116.410423,39.936062
卧佛寺,北京,北京,北京,010,82598771,香山/植物园,香山街道卧佛寺路北京植物园,景点,宗教,116.207275,40.007477
西什库天主堂,北京,北京,北京,010,66175198,西四,西什库大街33号,景点,宗教,116.378777,39.925026
贤良祠,北京,北京,北京,010,,地安门,地安门西大街103号（东官房车站旁）,景点,宗教,116.386902,39.933716
辛亥滦州革命先烈纪念园,北京,北京,北京,010,65824516,海淀区,温泉路北京老年医院内,景点,烈士陵园,116.165314,40.050629
徐悲鸿纪念馆,北京,北京,北京,010,62276936,新街口,新街口北大街53号,景点,纪念馆,116.371567,39.945068
循郡王府,北京,北京,北京,010,,安定门,安定门内大街方家胡同13-15号,景点,历史建筑,116.414558,39.944405
燕古长城遗址,北京,北京,北京,010,,昌平区,长峪城登山步道西北侧90米,景点,古代遗迹,115.899078,40.217508
