名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
天山公园,上海,上海,上海,021,62594887,中山公园/江苏路,延安西路1731号（近凯旋路）,景点,公园/广场,121.415855,31.210165
天原公园,上海,上海,上海,021,62596697;62525225,天山,水城路735号(近天山路),景点,城市公园,121.3908,31.21279
华山儿童公园,上海,上海,上海,021,62592049,上海影城/新华路,华山路1575号,景点,城市公园,121.434639,31.204145
未来岛公园,上海,上海,上海,021,62600920,桃浦,绥德路378号（近祁连山路绥德路）,景点,城市公园,121.374893,31.265776
梅川公园,上海,上海,上海,021,52811866,普陀区,武宁路2361号(梅岭北路地铁站5号口步行480米),景点,公园/广场,121.392776,31.245293
古藤园,上海,上海,上海,021,64304120,老闵行/交大师大,临沧路148号（近东川路、江川路）,景点,城市公园,121.387016,31.002949
金泽古镇,上海,上海,上海,021,59260008;59261855,青浦区,金溪路235号,景点,古村古镇,120.921356,31.03697
新国际博览中心,上海,上海,上海,021,28906666;28906888,世纪公园/科技馆,龙阳路2345号,景点,展览馆,121.568008,31.210205
朱屺瞻艺术馆,上海,上海,上海,021,56710741,虹口足球场/鲁迅公园,欧阳路580号,景点,美术馆,121.486115,31.274406
静安公园,上海,上海,上海,021,62483238,静安寺,南京西路1649号（近静安寺）,景点,城市公园,121.446785,31.222031
大宁公园,上海,上海,上海,021,56653804,大宁地区,彭浦镇广中西路288号（近共和新路）,景点,植物园,121.443115,31.275816
和平公园,上海,上海,上海,021,65030518,控江地区,大连路1131号,景点,公园/广场,121.50312,31.270491
黄浦公园,上海,上海,上海,021,53082636,外滩,外滩中山东一路500号,景点,城市公园,121.490784,31.241699
上海多伦现代美术馆,上海,上海,上海,021,65872530,四川北路/海伦路,多伦路27号,景点,美术馆,121.483109,31.261885
上海孙中山故居纪念馆,上海,上海,上海,021,53063361,淮海路,香山路7号,景点,纪念馆,121.46785,31.216089
上海八音盒珍品陈列馆,上海,上海,上海,021,68547647,世纪公园/科技馆,丁香路425号,景点,陈列馆,121.541428,31.222767
松鹤公园,上海,上海,上海,021,65139258,鞍山新村,抚顺路240号,景点,公园/广场,121.514114,31.280203
上海展览中心,上海,上海,上海,021,22162216,静安寺,延安中路1000号（静安寺地铁站8号口步行340米）,景点,展览馆,121.452744,31.224749
徐家汇天主堂,上海,上海,上海,021,64382595;64412211,徐家汇,蒲西路158号,景点,宗教,121.436111,31.191196
衡山公园,上海,上海,上海,021,,徐家汇,广元路2号（衡山路宛平路口）,景点,城市公园,121.442154,31.200621
上海市银行博物馆,上海,上海,上海,021,63129005,新天地/马当路,复兴中路301号金融博物馆（一大会址·新天地地铁站2号口旁）,景点,博物馆,121.476349,31.216551
秋霞圃,上海,上海,上海,021,59531949,嘉定镇,东大街314号（近博乐路）,景点,园林,121.252983,31.386839
M50创意园,上海,上海,上海,021,62660963;62660962,上海火车站/客运汽车总站,莫干山路50号,景点,创意园区,121.449387,31.248137
中国社会主义青年团中央机关旧址纪念馆,上海,上海,上海,021,53823370,淮海路,淮海中路567弄之1-5号（淮海中路地铁站1号口步行340米）,景点,纪念馆,121.468147,31.220121
内江公园,上海,上海,上海,021,65668906,黄兴公园,控江路261号,景点,城市公园,121.544945,31.28702
传奇假日,上海,上海,上海,021,4008881314,长寿路,长寿路285号恒达广场22楼（近常德路）,景点,旅行社,121.438686,31.240734
依东原创美术博物馆,上海,上海,上海,021,52729976,中山公园/江苏路,万航渡路1562号,景点,博物馆,121.415184,31.223432
上海宋庆龄故居纪念馆,上海,上海,上海,021,64747183,衡山路/复兴西路,淮海中路1843号,景点,纪念馆,121.43898,31.203976
中国科举博物馆,上海,上海,上海,021,59928800,嘉定镇,嘉定南大街183号嘉定孔庙内,景点,博物馆,121.253235,31.380943
上海醉白池公园,上海,上海,上海,021,57814763,松江镇,人民南路64号,景点,园林,121.230957,31.001736
真如寺,上海,上海,上海,021,62971581,真如,兰溪路399号（铜川路口）,景点,宗教,121.401222,31.249666
新上海国际旅行社,上海,上海,上海,021,63178705,上海火车站/客运汽车总站,长安路1001号长安大厦24楼,景点,旅行社,121.452338,31.245218
观景台,上海,上海,上海,021,68873828,陆家嘴,外滩（西北角）,景点,公园/广场,121.490585,31.237263
古华公园,上海,上海,上海,021,36373610,南桥,南桥镇解放中路220号,景点,城市公园,121.464684,30.91777
闸北公园,上海,上海,上海,021,56335187,闸北公园,共和新路1555号,景点,纪念公园,121.460251,31.2705
江湾公园,上海,上海,上海,021,65172881,凉城/江湾镇,新市北路1509号（近丰镇路）,景点,城市公园,121.481911,31.305872
