名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
漓江民俗风情园,广西,桂林,桂林,0773,,理工大学屏风校区,街道中国广西壮族自治区桂林市七星区福隆园500号,景点,更多景点/周边游,110.30835,25.287627
桂林新里程商务旅行社有限公司,广西,桂林,桂林,0773,8987031,万达广场,高新区青岭路29-1号,景点,旅行社,110.322292,25.251812
桂林山水,广西,桂林,桂林,0773,189****3559,广西师大/三里店广场,桂林风景区,景点,旅行社,110.31948,25.264542
靖江王府独秀峰+伏波山+叠彩山,广西,桂林,桂林,0773,186****6735,万达广场,桂林高兴青岭路29号,景点,旅行社,110.322323,25.252413
印象·刘三姐,广西,桂林,阳朔县,0773,8818008;8814800,印象刘三姐,田园路1号,景点,旅游项目/观光项目,110.509337,24.767655
秦城水街,广西,桂林,兴安县,0773,,志玲路,湘漓镇三台路,景点,步行街,110.673759,25.610901
月岭古民居,广西,桂林,灌阳县,0773,4218120;134****9456,灌阳县其他,东北两公里处,景点,古村古镇,111.209291,25.659346
杨堤人家,广西,桂林,阳朔县,0773,,阳朔县其他,095县道杨堤景区售票处旁,景点,景点/周边游,110.453879,24.993152
兴坪老街,广西,桂林,阳朔县,0773,,兴坪古镇/阳朔高铁站,兴坪古镇,景点,步行街,110.529577,24.917127
丹霞温泉,广西,桂林,资源县,0773,4388888;7919999,丹霞温泉度假,中峰乡车田湾村,景点,温泉,110.646706,25.986565
桂林神州国旅,广西,桂林,桂林,0773,3814035,桂林站,上海路25号东方明珠大酒店停车场旁,景点,旅行社,110.288682,25.260053
台联国际旅行社,广西,桂林,桂林,0773,2156111,西城路步行街,象山街道滨江路12号维也纳酒店旁正北方向70米,景点,旅行社,110.29817,25.271673
漓江兴坪竹筏-九马画山+阳朔十里画廊（大榕树、月亮山赏月道、鉴山寺、聚龙潭、奇石宫）一日游,广西,桂林,阳朔县,0773,2120955;137****6310,十里画廊,321国道十里画廊景区,景点,旅行社,110.492951,24.748487
【纯玩】杨堤-九马画山+银子岩一日游,广西,桂林,桂林,0773,133****7067;133****5105,中心广场/两江四湖,正阳路4号,景点,旅行社,110.297896,25.274136
新梦幻漓江,广西,桂林,桂林,0773,5858018;5850998,广西师大/三里店广场,七星路95号,景点,更多景点/周边游,110.324301,25.257792
漓江山水精华景区,广西,桂林,桂林,0773,159****8555,雁山区,草坪街12号,景点,旅行社,110.452849,25.055149
毛洲岛,广西,桂林,灵川县,0773,,大圩镇,毛洲洲一队10号,景点,更多景点/周边游,110.423912,25.177141
